disease_name,symptoms,Description,precautions,tablets,message_hinglish
Allergy,continuous sneezing shivering chills watering from eyes,"An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.","apply calamine, cover area with bandage, use ice to compress itching",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Allergy ho sakta hai.
GERD,stomach pain acidity ulcers on tongue vomiting cough chest pain,"Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko GERD ho sakta hai.
Chronic cholestasis,itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases","cold baths, anti itch medicine, consult doctor, eat healthy",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chronic cholestasis ho sakta hai.
Drug Reaction,itching skin rash stomach pain burning micturition spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Peptic ulcer diseae,vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Peptic ulcer diseae ho sakta hai.
AIDS,muscle wasting patches in throat high fever extra marital contacts,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.","avoid open cuts, wear ppe if possible, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko AIDS ho sakta hai.
Diabetes,fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Gastroenteritis,vomiting sunken eyes dehydration diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Bronchial Asthma,fatigue cough high fever breathlessness family history mucoid sputum,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.","switch to loose cloothing, take deep breaths, get away from trigger, seek help",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Bronchial Asthma ho sakta hai.
Hypertension,headache chest pain dizziness loss of balance lack of concentration,"Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.","meditation, salt baths, reduce stress, get proper sleep",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Hypertension ho sakta hai.
Migraine,acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Migraine ho sakta hai.
Cervical spondylosis,back pain weakness in limbs neck pain dizziness loss of balance,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Cervical spondylosis ho sakta hai.
Paralysis (brain hemorrhage),vomiting headache weakness of one body side altered sensorium,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.","massage, eat healthy, exercise, consult doctor",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Paralysis (brain hemorrhage) ho sakta hai.
Jaundice,itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Jaundice ho sakta hai.
Malaria,chills vomiting high fever sweating headache nausea diarrhoea muscle pain,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,"Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Malaria ho sakta hai.
Chicken pox,itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.","use neem in bathing, consume neem leaves, take vaccine, avoid public places",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chicken pox ho sakta hai.
Dengue,skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Dengue ho sakta hai.
